,Film_x,Genre,A,B,D,F,S,test,Unnamed: 0,Film_y,Year,Rated,Released,Runtime,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice
680,House of 1000 Corpses,Horror,17,12,13,84,41,house of 1000 corpses,0,House of 1000 Corpses,2003,R,11 Apr 2003,89 min,31.0,6.1,"74,271",tt0251736,"$12,583,510"
681,Hollow Man,Horror,3,0,25,16,19,hollow man,0,Hollow Man,2000,R,04 Aug 2000,112 min,24.0,5.8,"121,015",tt0164052,"$72,055,301"
682,I Spit on Your Grave,Horror,19,10,11,29,32,i spit on your grave,0,I Spit on Your Grave,2010,R,20 Jan 2011,108 min,27.0,6.3,"73,601",tt1242432,"$92,401"
683,Heavy Metal,Horror,3,4,4,2,4,heavy metal,0,Heavy Metal,1981,R,07 Aug 1981,86 min,51.0,6.7,"30,539",tt0082509,
684,Hellboy,Horror,1,0,3,0,0,hellboy,0,Hellboy,2004,PG-13,02 Apr 2004,122 min,72.0,6.8,"301,177",tt0167190,"$59,035,104"
685,Hellraiser,Horror,2,2,10,11,8,hellraiser,0,Hellraiser,1987,R,18 Sep 1987,94 min,57.0,7.0,"99,356",tt0093177,
686,Hellraiser: Hellseeker,Horror,7,2,0,15,6,hellraiser: hellseeker,0,Hellraiser: Hellseeker,2002,R,15 Oct 2002,89 min,46.0,5.0,"10,764",tt0274546,
687,Hellbound: Hellraiser II,Horror,1,2,0,5,13,hellbound: hellraiser ii,0,Hellbound: Hellraiser II,1988,R,23 Dec 1988,97 min,41.0,6.5,"40,301",tt0095294,
688,Grabbers,Horror,1,1,0,9,9,grabbers,0,Grabbers,2012,Not Rated,10 Aug 2012,94 min,62.0,6.3,"16,540",tt1525366,
689,Gremlins,Horror,3,1,6,1,1,gremlins,0,Gremlins,1984,PG,08 Jun 1984,106 min,70.0,7.3,"190,722",tt0087363,
690,Halloween: The Curse of Michael Myers,Horror,6,0,9,6,6,halloween: the curse of michael myers,0,Halloween: The Curse of Michael Myers,1995,R,29 Sep 1995,87 min,10.0,4.9,"30,004",tt0113253,
691,Ginger Snaps,Horror,10,5,4,38,17,ginger snaps,0,Ginger Snaps,2000,Not Rated,11 May 2001,108 min,70.0,6.8,"40,534",tt0210070,
692,Halloween,Horror,6,4,3,16,15,halloween,0,Halloween,1978,R,27 Oct 1978,91 min,87.0,7.8,"220,388",tt0077651,
693,From Dusk Till Dawn,Horror,15,8,8,118,45,from dusk till dawn,0,From Dusk Till Dawn,1996,R,19 Jan 1996,108 min,48.0,7.2,"278,873",tt0116367,
694,Heavenly Creatures,Horror,0,0,5,0,0,heavenly creatures,0,Heavenly Creatures,1994,R,14 Oct 1994,99 min,,7.3,"57,795",tt0110005,
695,Ghost Ship,Horror,6,3,11,17,8,ghost ship,0,Ghost Ship,2002,R,25 Oct 2002,91 min,28.0,5.5,"91,186",tt0288477,"$30,100,000"
696,Hannibal,Horror,0,1,0,2,0,hannibal,0,Hannibal,2001,R,09 Feb 2001,131 min,57.0,6.8,"247,645",tt0212985,"$163,877,858"
697,Amour,Romance,0,0,0,1,0,amour,0,Amour,2012,PG-13,20 Sep 2012,127 min,94.0,7.9,"90,346",tt1602620,"$6,700,000"
698,Almost Famous,Romance,3,0,3,21,2,almost famous,0,Almost Famous,2000,R,22 Sep 2000,122 min,90.0,7.9,"244,995",tt0181875,"$31,716,715"
699,10 Things I Hate About You,Romance,10,7,4,5,9,10 things i hate about you,0,10 Things I Hate About You,1999,PG-13,31 Mar 1999,97 min,70.0,7.3,"286,162",tt0147800,
700,17 Again,Romance,0,1,1,0,1,17 again,0,17 Again,2009,PG-13,17 Apr 2009,102 min,48.0,6.3,"175,034",tt0974661,"$64,087,443"
701,Alien Nation,Sci-Fi,8,5,12,2,20,alien nation,0,Alien Nation,1988,R,07 Oct 1988,91 min,45.0,6.3,"13,735",tt0094631,
702,500 Days of Summer,Romance,4,4,4,10,24,500 days of summer,0,500 Days of Summer,2009,PG-13,07 Aug 2009,95 min,76.0,7.7,"461,195",tt1022603,"$32,118,648"
703,2001: A Space Odyssey,Sci-Fi,0,0,3,0,0,2001: a space odyssey,0,2001: A Space Odyssey,1968,G,12 May 1968,149 min,84.0,8.3,"581,882",tt0062622,"$135,620"
704,Quantum Project,Short,0,1,0,0,0,quantum project,0,Quantum Project,2000,,05 May 2000,40 min,,5.9,39,tt0239860,
705,12 Monkeys,Sci-Fi,6,3,4,8,5,12 monkeys,0,12 Monkeys,1995,R,05 Jan 1996,129 min,74.0,8.0,"565,400",tt0114746,
706,9,Sci-Fi,0,0,0,0,0,9,0,9,2009,PG-13,09 Sep 2009,79 min,60.0,7.1,"130,452",tt0472033,"$31,691,649"
707,My Mother Dreams the Satan's Disciples in New York,Short,1,0,1,3,2,my mother dreams the satan's disciples in new york,0,My Mother Dreams the Satan's Disciples in New York,1998,,01 Oct 1998,30 min,,7.2,108,tt0177023,
708,Wild Things: Diamonds in the Rough,Mystery,5,10,10,16,14,wild things: diamonds in the rough,0,Wild Things: Diamonds in the Rough,2005,R,19 Feb 2005,87 min,,4.5,"4,528",tt0448179,
709,Whiteout,Mystery,4,4,7,3,7,whiteout,0,Whiteout,2009,R,11 Sep 2009,101 min,,5.5,"36,710",tt0365929,"$10,300,000"
710,What Lies Beneath,Mystery,3,3,1,4,3,what lies beneath,0,What Lies Beneath,2000,PG-13,21 Jul 2000,130 min,51.0,6.6,"115,116",tt0161081,"$155,018,556"
711,Vanilla Sky,Mystery,2,2,0,33,7,vanilla sky,0,Vanilla Sky,2001,R,14 Dec 2001,136 min,45.0,6.9,"242,934",tt0259711,
712,Unknown,Mystery,0,2,3,2,2,unknown,0,Unknown,2011,PG-13,18 Feb 2011,113 min,56.0,6.8,"243,834",tt1401152,"$63,677,735"
713,Twin Peaks,Mystery,1,0,6,3,5,twin peaks,0,Twin Peaks,1990–1991,TV-MA,08 Apr 1990,47 min,,8.8,"167,193",tt0098936,
714,Thunderheart,Mystery,11,2,11,37,26,thunderheart,0,Thunderheart,1992,R,03 Apr 1992,119 min,,6.8,"13,569",tt0105585,
715,Tinker Tailor Soldier Spy,Mystery,0,0,10,9,0,tinker tailor soldier spy,0,Tinker Tailor Soldier Spy,2011,R,06 Jan 2012,122 min,85.0,7.1,"182,286",tt1340800,"$20,200,000"
716,Super 8,Mystery,5,2,5,8,17,super 8,0,Super 8,2011,PG-13,10 Jun 2011,112 min,72.0,7.0,"332,405",tt1650062,"$126,975,169"
717,Strange Days,Mystery,10,6,17,47,30,strange days,0,Strange Days,1995,R,13 Oct 1995,145 min,66.0,7.2,"65,550",tt0114558,
718,Source Code,Mystery,3,1,5,10,6,source code,0,Source Code,2011,PG-13,01 Apr 2011,93 min,74.0,7.5,"473,918",tt0945513,"$54,696,902"
719,Stir of Echoes,Mystery,8,3,3,22,13,stir of echoes,0,Stir of Echoes,1999,R,10 Sep 1999,99 min,67.0,7.0,"72,713",tt0164181,
720,Six Degrees of Separation,Mystery,1,1,2,13,3,six degrees of separation,0,Six Degrees of Separation,1993,R,08 Dec 1993,112 min,72.0,6.8,"19,325",tt0108149,
721,Sleepy Hollow,Mystery,1,2,10,0,0,sleepy hollow,0,Sleepy Hollow,1999,R,19 Nov 1999,105 min,65.0,7.3,"320,922",tt0162661,
722,Sherlock Holmes,Mystery,0,0,0,1,2,sherlock holmes,0,Sherlock Holmes,2009,PG-13,25 Dec 2009,128 min,57.0,7.6,"570,347",tt0988045,"$208,711,166"
723,Se7en,Mystery,1,3,6,49,7,se7en,0,Se7en,1995,R,22 Sep 1995,127 min,65.0,8.6,"1,386,280",tt0114369,
724,Scream 3,Mystery,6,2,10,34,29,scream 3,0,Scream 3,2000,R,04 Feb 2000,116 min,56.0,5.6,"120,066",tt0134084,
725,Scream,Mystery,6,4,5,23,23,scream,0,Scream,1996,R,20 Dec 1996,111 min,65.0,7.2,"276,236",tt0117571,
726,Scream 2,Mystery,6,5,1,7,23,scream 2,0,Scream 2,1997,R,12 Dec 1997,120 min,63.0,6.2,"152,234",tt0120082,
727,S. Darko,Mystery,7,3,3,37,17,s. darko,0,S. Darko,2009,R,21 Aug 2009,103 min,,3.6,"13,023",tt1231277,
728,Red Riding Hood,Mystery,2,0,1,0,0,red riding hood,0,Red Riding Hood,2011,PG-13,11 Mar 2011,100 min,29.0,5.5,"105,800",tt1486185,"$37,200,000"
729,Ringu,Mystery,0,0,0,0,0,ringu,0,Ringu,1998,Not Rated,31 Jan 1998,96 min,,7.2,"61,624",tt0178868,
730,Saw,Mystery,2,2,2,32,16,saw,0,Saw,2004,R,29 Oct 2004,103 min,46.0,7.6,"369,218",tt0387564,"$55,100,000"
731,Prom Night,Mystery,2,1,5,0,2,prom night,0,Prom Night,2008,PG-13,11 Apr 2008,88 min,17.0,3.9,"33,088",tt0926129,"$43,818,159"
732,Prometheus,Mystery,0,1,4,4,2,prometheus,0,Prometheus,2012,R,08 Jun 2012,124 min,64.0,7.0,"557,392",tt1446714,"$126,464,904"
733,Valkyrie,War,0,1,5,5,4,valkyrie,0,Valkyrie,2008,PG-13,25 Dec 2008,121 min,56.0,7.1,"223,731",tt0985699,"$82,989,109"
734,Rear Window,Mystery,0,0,0,0,0,rear window,0,Rear Window,1954,PG,01 Sep 1954,112 min,100.0,8.4,"428,644",tt0047396,
735,Tropic Thunder,War,15,5,2,25,23,tropic thunder,0,Tropic Thunder,2008,R,13 Aug 2008,107 min,71.0,7.0,"369,925",tt0942385,"$110,416,702"
736,Schindler's List,War,0,0,2,5,0,schindler's list,0,Schindler's List,1993,R,04 Feb 1994,195 min,94.0,8.9,"1,171,229",tt0108052,
737,Three Kings,War,14,1,10,43,28,three kings,0,Three Kings,1999,R,01 Oct 1999,114 min,82.0,7.1,"157,590",tt0120188,
738,Saving Private Ryan,War,6,5,37,20,10,saving private ryan,0,Saving Private Ryan,1998,R,24 Jul 1998,169 min,91.0,8.6,"1,193,695",tt0120815,
739,Pearl Harbor,War,4,8,2,8,26,pearl harbor,0,Pearl Harbor,2001,PG-13,25 May 2001,183 min,44.0,6.2,"305,436",tt0213149,"$197,761,540"
740,Platoon,War,39,10,11,113,100,platoon,0,Platoon,1986,R,06 Feb 1987,120 min,92.0,8.1,"370,072",tt0091763,
741,Inglourious Basterds,War,9,4,18,39,6,inglourious basterds,0,Inglourious Basterds,2009,R,21 Aug 2009,153 min,69.0,8.3,"1,217,923",tt0361748,"$120,523,073"
742,Coriolanus,War,0,0,0,0,0,coriolanus,0,Coriolanus,2011,R,20 Jan 2012,123 min,79.0,6.1,"30,473",tt1372686,"$487,578"
743,Defiance,War,3,3,0,7,16,defiance,0,Defiance,2008,R,16 Jan 2009,137 min,58.0,7.2,"134,977",tt1034303,"$28,622,873"
744,From Here to Eternity,War,0,0,0,0,0,from here to eternity,0,From Here to Eternity,1953,Passed,28 Aug 1953,118 min,85.0,7.6,"41,623",tt0045793,
745,Cold Mountain,War,5,1,8,3,7,cold mountain,0,Cold Mountain,2003,R,25 Dec 2003,154 min,73.0,7.2,"137,116",tt0159365,
746,Hotel Rwanda,War,3,0,0,8,3,hotel rwanda,0,Hotel Rwanda,2004,PG-13,04 Feb 2005,121 min,79.0,8.1,"326,991",tt0395169,"$23,472,900"
747,,,,,,,,american wrestler: the wizard,0,American Wrestler: The Wizard,2016.0,PG-13,16 May 2017,117 min,,7.2,"1,807",tt4303202,
748,,,,,,,,"sex, lies, and videotape",0,"Sex, Lies, and Videotape",1989.0,R,22 Sep 1989,100 min,86.0,7.2,"48,347",tt0098724,
749,,,,,,,,prom queen: the marc hall story,0,Prom Queen: The Marc Hall Story,2004.0,,01 Jun 2004,92 min,,6.6,856,tt0410953,
750,,,,,,,,the power of one: the pokemon 2000 movie special,0,The Power of One: The Pokemon 2000 Movie Special,2000.0,,16 Jul 2000,30 min,,8.1,43,tt0382918,
751,,,,,,,,the withnail and i drinking game,0,The Withnail and I Drinking Game,2006.0,,,15 min,,5.3,17,tt0870218,
752,,,,,,,,who's your daddy?,0,Who's Your Daddy?,2002.0,R,20 Jan 2004,105 min,,4.7,"4,295",tt0287138,
753,,,,,,,,kramer vs. kramer,0,Kramer vs. Kramer,1979,PG,19 Dec 1979,105 min,77.0,7.8,"128,018",tt0079417,
754,,,,,,,,puppet master: the littlest reich,0,Puppet Master: The Littlest Reich,2018,Not Rated,17 Aug 2018,90 min,52.0,5.4,"3,192",tt5685006,
755,,,,,,,,mr. blandings builds his dream house,0,Mr. Blandings Builds His Dream House,1948,Approved,04 Jun 1948,94 min,,7.3,"9,775",tt0040613,
756,,,,,,,,ice storm: the salé and pelletier affair,0,Ice Storm: The Salé and Pelletier Affair,2006,,07 Jan 2006,44 min,,7.1,9,tt0758914,
757,,,,,,,,mr. deeds goes to town,0,Mr. Deeds Goes to Town,1936,Not Rated,12 Apr 1936,115 min,,7.9,"19,113",tt0027996,
758,,,,,,,,"ni vu, ni connu",0,"Ni vu, ni connu",2011,,07 Nov 2011,100 min,,6.1,14,tt2070755,
759,,,,,,,,god help the girl,0,God Help the Girl,2014,Unrated,05 Sep 2014,112 min,58.0,6.4,"8,369",tt2141751,
760,,,,,,,,the black forest hospital: the next generation,0,The Black Forest Hospital: The Next Generation,2005,,20 Feb 2005,100 min,,4.9,71,tt0441789,
761,,,,,,,,the doors: the soft parade,0,The Doors: The Soft Parade,1991,,,50 min,,7.9,247,tt0195660,
762,,,,,,,,street fighter: the legend of chun-li,0,Street Fighter: The Legend of Chun-Li,2009,PG-13,27 Feb 2009,96 min,17.0,3.7,"22,615",tt0891592,"$8,646,753"
763,,,,,,,,the bonfire of the vanities,0,The Bonfire of the Vanities,1990,R,21 Dec 1990,125 min,27.0,5.6,"21,098",tt0099165,
764,,,,,,,,austin powers: the spy who shagged me,0,Austin Powers: The Spy Who Shagged Me,1999,PG-13,11 Jun 1999,95 min,59.0,6.6,"212,319",tt0145660,
765,,,,,,,,austin powers: international man of mystery,0,Austin Powers: International Man of Mystery,1997,PG-13,02 May 1997,89 min,51.0,7.0,"216,258",tt0118655,
766,,,,,,,,the long way back: the story of todd z-man zalkins,0,The Long Way Back: The Story of Todd Z-Man Zalkins,2017,Not Rated,,90 min,,8.0,23,tt6573720,
767,,,,,,,,the world is not enough: the hong kong press conference,0,The World Is Not Enough: The Hong Kong Press Conference,2006,,17 Jul 2006,10 min,,5.6,9,tt0828400,
768,,,,,,,,thor: ragnarok,0,Thor: Ragnarok,2017,PG-13,03 Nov 2017,130 min,74.0,7.9,"555,646",tt3501632,"$314,971,245"
769,,,,,,,,sting: the brand new day tour - live from the universal amphitheatre,0,Sting: The Brand New Day Tour - Live from the Universal Amphitheatre,2000,,,88 min,,7.6,113,tt0271804,
770,,,,,,,,revelation road: the beginning of the end,0,Revelation Road: The Beginning of the End,2013,Not Rated,01 Mar 2013,88 min,,4.9,"1,706",tt2412746,
771,,,,,,,,pirates of the caribbean: the curse of the black pearl,0,Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,09 Jul 2003,143 min,63.0,8.0,"997,584",tt0325980,"$305,343,252"
772,,,,,,,,master and commander: the far side of the world,0,Master and Commander: The Far Side of the World,2003,PG-13,14 Nov 2003,138 min,81.0,7.4,"196,696",tt0311113,"$92,100,000"
773,,,,,,,,mission: impossible,0,Mission: Impossible,1996,PG-13,22 May 1996,110 min,59.0,7.1,"377,541",tt0117060,
774,,,,,,,,the man in the iron mask,0,The Man in the Iron Mask,1998,PG-13,13 Mar 1998,132 min,48.0,6.5,"153,059",tt0120744,
775,,,,,,,,"o brother, where art thou?",0,"O Brother, Where Art Thou?",2000,PG-13,02 Feb 2001,107 min,69.0,7.7,"276,491",tt0190590,"$45,150,731"
776,,,,,,,,the 10th kingdom: the making of an epic,0,The 10th Kingdom: The Making of an Epic,2000,,,30 min,,7.9,253,tt0231059,
777,,,,,,,,guardians of the galaxy vol. 2,0,Guardians of the Galaxy Vol. 2,2017,PG-13,05 May 2017,136 min,67.0,7.6,"542,063",tt3896198,"$389,804,217"
778,,,,,,,,the godfather: part ii,0,The Godfather: Part II,1974,R,18 Dec 1974,202 min,90.0,9.0,"1,087,543",tt0071562,
779,,,,,,,,auction insider: the john zimmer collection,0,Auction Insider: The John Zimmer Collection,2014,,06 Dec 2014,,,9.0,9,tt4234664,
780,,,,,,,,the departed: the inspiration,0,The Departed: The Inspiration,2007,,,13 min,,8.5,24,tt6789740,
781,,,,,,,,scott pilgrim vs. the world,0,Scott Pilgrim vs. the World,2010,PG-13,13 Aug 2010,112 min,69.0,7.5,"364,263",tt0446029,"$31,494,270"
782,,,,,,,,star wars: the force awakens world premiere red carpet,0,Star Wars: The Force Awakens World Premiere Red Carpet,2015,,14 Dec 2015,108 min,,7.8,5,tt7768640,
783,,,,,,,,national geographic: beyond the movie - the lord of the rings: return of the king,0,National Geographic: Beyond the Movie - The Lord of the Rings: Return of the King,2003,Not Rated,12 Dec 2003,52 min,,6.5,290,tt0405185,
784,,,,,,,,who framed roger rabbit,0,Who Framed Roger Rabbit,1988,PG,22 Jun 1988,104 min,83.0,7.7,"177,122",tt0096438,
785,,,,,,,,ultimate avengers: the movie,0,Ultimate Avengers: The Movie,2006,PG-13,21 Feb 2006,72 min,,6.7,"11,771",tt0491703,
786,,,,,,,,the lord of the rings: the two towers,0,The Lord of the Rings: The Two Towers,2002,PG-13,18 Dec 2002,179 min,87.0,8.7,"1,438,266",tt0167261,"$339,700,000"
787,,,,,,,,a walk to remember: a day on the set with mandy moore,0,A Walk to Remember: A Day on the Set with Mandy Moore,2002,,,5 min,,6.9,14,tt3921080,
788,,,,,,,,the saint: the brazilian connection,0,The Saint: The Brazilian Connection,1989,,,92 min,,6.7,26,tt0235734,
789,,,,,,,,time machine: the journey back,0,Time Machine: The Journey Back,1993,,,48 min,,7.8,209,tt0300555,
790,,,,,,,,the transformers: the movie,0,The Transformers: The Movie,1986,PG,08 Aug 1986,84 min,,7.3,"36,621",tt0092106,
791,,,,,,,,wall·e,0,WALL·E,2008,G,27 Jun 2008,98 min,95.0,8.4,"967,549",tt0910970,"$223,749,872"
792,,,,,,,,the cable guy,0,The Cable Guy,1996,PG-13,14 Jun 1996,96 min,56.0,6.1,"148,526",tt0115798,
793,,,,,,,,pokémon: mewtwo returns,0,Pokémon: Mewtwo Returns,2000,Not Rated,04 Dec 2001,63 min,,6.5,"3,164",tt0304564,
794,,,,,,,,tales from the neverending story: the beginning,0,Tales from the Neverending Story: The Beginning,2001,,,120 min,,5.5,33,tt2157312,
795,,,,,,,,fantastic mr fox: t4 movie special,0,Fantastic Mr Fox: T4 Movie Special,2009,,24 Oct 2009,,,7.8,29,tt1531905,
796,,,,,,,,piano: the melody of a young girl's heart,0,Piano: The Melody of a Young Girl's Heart,2002–2003,,01 Jan 2002,24 min,,6.6,11,tt1071676,
797,,,,,,,,the princess bride: the untold tales,0,The Princess Bride: The Untold Tales,2007,,,,,8.0,7,tt7716840,
798,,,,,,,,"mrs. brown, you've got a lovely daughter",0,"Mrs. Brown, You've Got a Lovely Daughter",1968,G,01 Jan 1968,110 min,,4.7,381,tt0063325,
799,,,,,,,,behind the mask: the rise of leslie vernon,0,Behind the Mask: The Rise of Leslie Vernon,2006,R,13 Oct 2006,92 min,66.0,6.7,"20,933",tt0437857,
800,,,,,,,,"poetry, passion, the postman: the poetic return of pablo neruda",0,"Poetry, Passion, the Postman: The Poetic Return of Pablo Neruda",1996,,,29 min,,6.9,16,tt1013685,
801,,,,,,,,dawn of the planet of the apes: the world of 'dawn',0,Dawn of the Planet of the Apes: The World of 'Dawn',2014,,02 Dec 2014,15 min,,8.5,6,tt5244540,
802,,,,,,,,the omega man,0,The Omega Man,1971,PG,01 Aug 1971,98 min,56.0,6.5,"28,013",tt0067525,
803,,,,,,,,laguna beach: the real orange county,0,Laguna Beach: The Real Orange County,2004–2006,TV-PG,28 Sep 2004,30 min,,4.8,"3,516",tt0426738,
804,,,,,,,,assignment: the world,0,Assignment: The World,1959–,,,15 min,,6.9,7,tt1419879,
805,,,,,,,,american: the bill hicks story,0,American: The Bill Hicks Story,2009,Not Rated,08 Apr 2011,102 min,55.0,7.8,"4,714",tt1179947,"$90,275"
806,,,,,,,,"the chronicles of narnia: the lion, the witch and the wardrobe",0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,PG,09 Dec 2005,143 min,75.0,6.9,"356,487",tt0363771,"$291,685,219"
807,,,,,,,,butterfly effect: the creative process,0,Butterfly Effect: The Creative Process,2004,,06 Jul 2004,18 min,,6.3,19,tt0464794,
808,,,,,,,,next big thing: the 2 skinnee j's farewell show,0,Next Big Thing: The 2 Skinnee J's Farewell Show,2005,,18 Jul 2005,120 min,,8.2,8,tt0479727,
809,,,,,,,,the fault in our stars: the stars align,0,The Fault in Our Stars: The Stars Align,2014,,16 Sep 2014,,,7.8,31,tt4078994,
810,,,,,,,,f. scott fitzgerald's 'the great gatsby': the making of a classic,0,F. Scott Fitzgerald's 'The Great Gatsby': The Making of a Classic,2000,,01 Dec 2000,,,5.0,11,tt0365178,
811,,,,,,,,the matrix: the movie special,0,The Matrix: The Movie Special,1999,Approved,28 Mar 1999,30 min,,7.8,69,tt0438231,
812,,,,,,,,your favorite martian: the series,0,Your Favorite Martian: The Series,2011–,,02 Dec 2011,,,6.2,94,tt2141561,
813,,,,,,,,surviving gilligan's island: the incredibly true story of the longest three hour tour in history,0,Surviving Gilligan's Island: The Incredibly True Story of the Longest Three Hour Tour in History,2001,,14 Oct 2001,100 min,,7.2,445,tt0286181,
814,,,,,,,,time is but a window: ghostbusters 2 and beyond,0,Time Is But a Window: Ghostbusters 2 and Beyond,2014,,16 Sep 2014,17 min,,6.4,5,tt4083432,
815,,,,,,,,shining the ball,0,Shining the Ball,2005,,10 Jun 2005,17 min,,4.3,36,tt0470918,
816,,,,,,,,my roommate the,0,My Roommate the,2010–,,01 Mar 2010,8 min,,8.5,53,tt1863469,
817,,,,,,,,city of ruins: the halifax explosion,0,City of Ruins: The Halifax Explosion,2003,,28 Oct 2003,60 min,,6.7,6,tt0387938,
818,,,,,,,,revenge of the mummy: the ride,0,Revenge of the Mummy: The Ride,2004,,21 May 2004,6 min,,7.5,966,tt0409221,
819,,,,,,,,the crying game,0,The Crying Game,1992,R,19 Feb 1993,112 min,90.0,7.2,"49,460",tt0104036,
820,,,,,,,,the cider house rules: the making of an american classic,0,The Cider House Rules: The Making of an American Classic,1999,,,23 min,,5.5,84,tt0370414,
821,,,,,,,,"crazy, stupid, love.",0,"Crazy, Stupid, Love.",2011,PG-13,29 Jul 2011,118 min,68.0,7.4,"459,394",tt1570728,"$83,300,000"
822,,,,,,,,bounty hunter: the hard,0,Bounty Hunter: The Hard,1996,,01 May 1996,60 min,,5.0,7,tt6051146,
823,,,,,,,,a portrait of an artist: the making of 'get rich or die tryin',0,A Portrait of an Artist: The Making of 'Get Rich or Die Tryin',2006,,28 Mar 2006,29 min,,7.0,51,tt0811024,
824,,,,,,,,e.t. the extra-terrestrial,0,E.T. the Extra-Terrestrial,1982,PG,11 Jun 1982,115 min,91.0,7.8,"358,478",tt0083866,
825,,,,,,,,battle los angeles,0,Battle Los Angeles,2011,PG-13,11 Mar 2011,116 min,37.0,5.7,"172,012",tt1217613,"$83,537,651"
826,,,,,,,,the making of 'jurassic park: the lost world',0,The Making of 'Jurassic Park: The Lost World',1997,,,13 min,,7.1,52,tt0369690,
827,,,,,,,,interview with the vampire: the vampire chronicles,0,Interview with the Vampire: The Vampire Chronicles,1994,R,11 Nov 1994,123 min,59.0,7.6,"287,024",tt0110148,
828,,,,,,,,gremlins 2: the new batch,0,Gremlins 2: The New Batch,1990,PG-13,15 Jun 1990,106 min,,6.4,"89,769",tt0099700,
829,,,,,,,,airplane!,0,Airplane!,1980,PG,02 Jul 1980,88 min,78.0,7.7,"204,730",tt0080339,
830,,,,,,,,the sixth sense: the actors,0,The Sixth Sense: The Actors,2000,,28 Mar 2000,7 min,,7.1,7,tt5447522,
